name,message,since,link,country
Roberto ramirez,"あなたの歌声が恋しくなるよ.
私たちは地球の反対側にいるかもしれないけど、あなたの歌は永遠に私の心に残る
thanks for making my days a little happier[英語]. 
gracias por hacer mis dias un poco mas alegres[スペイン語]
私の日々を少し幸せにしてくれてありがとう",2020,,Chile
Kaaaaaarp,Thanks for the amazing 6 years Kanatan,2020,https://x.com/leonatoieiri/status/1618831311321571328,Brazil
Rogue 7,Hello Kanata!  It has been wonderful to get to listen to your singing and watch your streams over the past years.  I'm very grateful for all the time you have shared with us.  Thank you and good luck in the future!,2021,,United States
HEHEHe,"正直、もうよく覚えてない　かなたんと出会った日が気がつけばきみはわたしの
推しになっていた。配信を見て、歌を聴いて、グッズを集めることが生き甲斐だったのにその日々も終わってしまうね。幸せだったかなたんと過ごした日々が、大切だったかなたんの声を聞く時が。今この瞬間も周りにはたくさんの君のグッズがあるのにこれからどう生きていけばいいのか分からないどこでも見つけられない君だからなつかしいく、またなつかしい。",2022,https://x.com/hehehe___2000/status/1995933924279943601/photo/1,"Korea, South"
内藤ハヤト,天音かなたさま、杞憂して杞憂して杞憂しつくしての決断、応援しますけどやっぱり寂しいです。 最初で最後の大好きなアイドルで、貴女の美学にたくさん元気貰いました！ 永遠に大好きです！,2022,,Japan / 日本
AstralVeil,Thank you for everything 💙🩵💙🩵,2021,,United States
あかいき💫,かなたんと出会ってから過ごしてきた長い時間の中で一緒見てきた風景をたくさん思い出します。ゲームや雑談、歌に企画など毎日飽きることのない楽しい時間でした。かなたんにたくさん笑顔にしてもらって本当に幸せな日々でした！間違いなくこれまでもこれからも最高の最推しです！！これからの貴女の人生に幸多からんことを祈っています！6年間本当にお疲れ様でした！ありがとう！！いつまでも大好きだよ！！,2021,https://x.com/tasoosi_hololis/status/1996295287250583972,Japan / 日本
KoNG(Cloud),Hey Kanata! Thank you for all your hard works! Thank you for showing up on the Internet! Thank you...for being the only and the best idol in the world! I will always be grateful for the journey we had during all these years. Thank you！Good Bye！,2020,,Taiwan
,"Have a happy life, Kanata.",2025,,
Pat,THANK YOU PPTENSHI! I AM HAPPY TO BE A HEIMIN!,2019,,United States
Zokur,Thanks to HoloForce I meet hololive. Thanks to Kanata I love idols. I always remember you and support you. <3,2020,,Mexico
TalesofNukes / ToN,"Thank you for everything.
I followed since debut, but became a true Heimin on your 3D debut.
Your voice and kindness are the strongest in the world. No one can compare in my heart.
I sincerely wish you happiness!",2019,,United States
Lightinggod87,6年はもあっという間に過ぎた。かなたんはも卒業します。ライブステージで見えな方は残念です、悔しいです。それでも、天音かなたんのファンになってたの時、へい民になってたの時は永遠に後悔してない。 かなたんは僕の希望、僕のモチベーションの源。だから、笑顔で見送る。今までありがとうございますした！,2020,,Hong Kong
TRK-80,"The Angel with a powerful grip, amazing singing, and a steadfast friend of her genmates and all of Hololive, Kanata will leave a legacy that we will remember.  When I heard you sing ""Soran Bushi"", I knew that our Gorilla Angel would keep being amazing.  私はこれからもずっと私たちの天使を愛し続けます！",2021,,United States
Marcel.,"Kanata, you were my inspiration. Thank you for everything. Please be happy and healthy and enjoy your new life. ",2021,,Canada
yamiRic,"Dear Kanatan,

No matter what happened in the future, please cherish the memories of your journey being idol over past 6 years. You have overcome so many things and now while you are going to fight alone, remember that everyone is cheering for you from all over the world.
All the best for your life",2020,,Indonesia
vickdexu,"Thank you so much for always supporting us! You have always meant the world for me. 
I want you to always know that Kanata is the number one Idol in the world!!! 
I will always love and support you tooi tooi betsu sekai made
お疲れ様でしたそ！
ありがちょ~！💫 𓂃꒰ঌ(*´˘`*)໒꒱𓂃 💫 PPT！",2021,https://x.com/vickmichu/status/1996325931191824715?t=kEHcP5y_hGaI-1lMEcpgAw&s=19,Mexico
meckbaig,"2020年からずっと応援してきました。
きみの美しい歌声と、仕事への真摯な姿勢に心から感謝しています。
私にとって、かなたは最高で、かけがえのないアイドルです。",2020,,Russia
midori,Good Luck かなたん! 本当にありがとう！,2020,,United States
MapleMap,天音かなたさん、こんにちは！7年間の成長ぶりには本当に感動しています。このコミュニティに参加してまだ1年で、主に英語版を応援していますが、たまに動画を観ていてとても面白いと思っています。楽曲もたくさん聴いていて、歌唱力の高さに感動しています。ホロライブ時代と同じように、これからもずっと幸せに過ごしてくださいね。本当にお疲れ様でした！(Translated by Google Translate),2024,,United States
